Dataset,Method,Dice,Coverage,Expected Risk,Risk Std,Worst 10%,CVaR_0.9,Worst Group
Kvasir-SEG-ID,Plain Segmentation,0.8192729448017321,1.0,0.11786617111259451,0.18442147797527203,0.3741693943738937,0.5933947483698527,0.1930321056813914
Kvasir-SEG-ID,Entropy Threshold,0.8192729448017321,0.419661865234375,0.003653481241587239,0.02385396075622163,1.51011772686607e-05,0.03653481241587239,0.0075356838007086925
Kvasir-SEG-ID,Max-Softmax Threshold,0.8192729448017321,0.4629405721028646,0.004404026011470706,0.02773641391415335,0.00035407647956162396,0.04402012521168217,0.008844450189808041
Kvasir-SEG-ID,LS-CRC (Ours),0.8192729448017321,0.42625284830729165,0.004818187954563958,0.03595948101804116,0.0013976548216305658,0.048070882866159084,0.011503767705052065
CVC-ClinicDB-ID,Plain Segmentation,0.8699605720383781,1.0,0.10968266933567214,0.1787413383094454,0.26496693491935763,0.5572176516056061,0.15810162932253802
CVC-ClinicDB-ID,Entropy Threshold,0.8699605720383781,0.0371856689453125,0.0,0.0,0.0,0.0,0.0
CVC-ClinicDB-ID,Max-Softmax Threshold,0.8699605720383781,0.6041764239875638,2.9669663564739177e-05,0.00020555745895041352,0.0,2.9669663564739177e-05,6.922921498439141e-05
CVC-ClinicDB-ID,LS-CRC (Ours),0.8699605720383781,0.034170656788105866,0.0,0.0,0.0,0.0,0.0
Cross-Kvasir-cal-CVC-test,Plain Segmentation,0.8699605720383781,1.0,0.10968266933567214,0.1787413383094454,0.26496693491935763,0.5572176516056061,0.15810162932253802
Cross-Kvasir-cal-CVC-test,Entropy Threshold,0.8699605720383781,0.5611749765824299,2.054053558302777e-05,0.00014230900497792204,0.0,2.054053558302777e-05,4.7927916360398136e-05
Cross-Kvasir-cal-CVC-test,Max-Softmax Threshold,0.8699605720383781,0.6041764239875638,2.9669663564739177e-05,0.00020555745895041352,0.0,2.9669663564739177e-05,6.922921498439141e-05
Cross-Kvasir-cal-CVC-test,LS-CRC (Ours),0.8699605720383781,0.6060641541772959,2.7387381569311328e-05,0.0001897453454572907,0.0,2.7387381569311328e-05,6.39038903283931e-05
Cross-CVC-cal-Kvasir-test,Plain Segmentation,0.8192729448017321,1.0,0.11786617111259451,0.18442147797527203,0.3741693943738937,0.5933947483698527,0.1930321056813914
Cross-CVC-cal-Kvasir-test,Entropy Threshold,0.8192729448017321,0.049245503743489585,0.0,0.0,0.0,0.0,0.0
Cross-CVC-cal-Kvasir-test,Max-Softmax Threshold,0.8192729448017321,0.4629405721028646,0.004404026011470706,0.02773641391415335,0.00035407647956162396,0.04402012521168217,0.008844450189808041
Cross-CVC-cal-Kvasir-test,LS-CRC (Ours),0.8192729448017321,0.019962361653645833,2.240231881539027e-05,0.0002734551505414589,0.0,2.240231881539027e-05,6.857852698588858e-05
